world,scenario,date,households,total_kwh,mean_household_kwh,by_type.International Student Share House,by_type.Young Professional Couple (DINK),by_type.Family with Children (Migrant Family),by_members_count.6 persons,by_members_count.2 persons,by_members_count.3 persons,members_kwh_corr
world_143345,baseline,2026-09-11,3,100.2639,33.4213,52.964,24.923,22.377,52.964,24.923,22.377,0.95
